"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_it","Text_it"
1,59.5,59.5,40.5,"Aeugst am Albis ZH","I cittadini di Aeugst am Albis hanno accolto la legge sull'approvvigionamento elettrico con il 59,5 per cento di voti a favore. Aeugst am Albis ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
2,70.3,70.3,29.7,"Affoltern am Albis ZH","Il 70,3 per cento degli elettori di Affoltern am Albis ha accolto la legge sull'approvvigionamento elettrico. Affoltern am Albis ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
3,70.7,70.7,29.3,"Bonstetten ZH","Il 70,7 per cento degli elettori di Bonstetten ha accolto la legge sull'approvvigionamento elettrico. Bonstetten ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
4,65.2,65.2,34.8,"Hausen am Albis ZH","Nel comune di Hausen am Albis, i cittadini hanno accolto la legge sull'approvvigionamento elettrico con il 65,2 per cento di voti favorevoli. Hausen am Albis ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
5,70.4,70.4,29.6,"Hedingen ZH","Gli abitanti di Hedingen hanno accolto la legge sull'approvvigionamento elettrico con il 70,4 per cento di ""sì"". Hedingen ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
6,56.7,56.7,43.3,"Kappel am Albis ZH","Il 56,7 per cento degli elettori di Kappel am Albis ha accolto la legge sull'approvvigionamento elettrico. Kappel am Albis ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
7,67.6,67.6,32.4,"Knonau ZH","Gli abitanti di Knonau hanno accolto la legge sull'approvvigionamento elettrico con il 67,6 per cento di ""sì"". Knonau ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
8,53.1,53.1,46.9,"Maschwanden ZH","A Maschwanden gli abitanti hanno accolto la legge sull'approvvigionamento elettrico con il 53,1 per cento di ""sì"". Maschwanden ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
9,63.7,63.7,36.3,"Mettmenstetten ZH","Nel comune di Mettmenstetten, i cittadini hanno accolto la legge sull'approvvigionamento elettrico con il 63,7 per cento di voti favorevoli. Mettmenstetten ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
10,65.4,65.4,34.6,"Obfelden ZH","Nel comune di Obfelden, i cittadini hanno accolto la legge sull'approvvigionamento elettrico con il 65,4 per cento di voti favorevoli. Obfelden ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
