"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_fr","Text_fr"
6002,23.6,23.6,76.4,"Brigue-Glis (VS)","C'est non à 76,4 pour cent à l'initiative pour la biodiversité à Brigue-Glis. Brigue-Glis a rejeté l'initiative, tout comme son canton."
6004,10.4,10.4,89.6,"Eggerberg (VS)","Les habitants d'Eggerberg s'opposent à l'initiative pour la biodiversité avec 89,6 pour cent de non. Eggerberg a rejeté l'initiative, tout comme son canton."
6007,21.4,21.4,78.6,"Naters (VS)","Les habitants de Naters s'opposent à l'initiative pour la biodiversité avec 78,6 pour cent de non. Naters a rejeté l'initiative, tout comme son canton."
6008,16.3,16.3,83.7,"Ried-Brig (VS)","L'initiative pour la biodiversité ne passe pas la rampe à Ried-Brig avec 83,7 pour cent de non. Ried-Brig a rejeté l'initiative, tout comme son canton."
6009,12.8,12.8,87.2,"Simplon (VS)","A Simplon, les habitants disent non à 87,2 pour cent à l'initiative pour la biodiversité. Simplon a rejeté l'initiative, tout comme son canton."
6010,16.5,16.5,83.5,"Termen (VS)","Les habitants de Termen rejettent l'initiative pour la biodiversité avec 83,5 pour cent de non. Termen a rejeté l'initiative, tout comme son canton."
6011,0,0,100,"Zwischbergen (VS)","Nulle part ailleurs en Suisse, l'initiative pour la biodiversité n'est rejetée plus fortement qu'à Zwischbergen. Les électeurs de cette commune disent non à 100 pour cent. Le plus fort pourcentage de non en Valais a été obtenu à Zwischbergen."
6021,26.3,26.3,73.7,"Ardon (VS)","Les habitants d'Ardon rejettent l'initiative pour la biodiversité avec 73,7 pour cent de non. Ardon a rejeté l'initiative, tout comme son canton."
6022,25.9,25.9,74.1,"Chamoson (VS)","C'est non à 74,1 pour cent à l'initiative pour la biodiversité à Chamoson. Chamoson a rejeté l'initiative, tout comme son canton."
6023,25.7,25.7,74.3,"Conthey (VS)","L'initiative pour la biodiversité ne passe pas la rampe à Conthey avec 74,3 pour cent de non. Conthey a rejeté l'initiative, tout comme son canton."
6024,23.4,23.4,76.6,"Nendaz (VS)","A Nendaz, les habitants disent non à 76,6 pour cent à l'initiative pour la biodiversité. Nendaz a rejeté l'initiative, tout comme son canton."
6025,23.2,23.2,76.8,"Vétroz (VS)","C'est non à 76,8 pour cent à l'initiative pour la biodiversité à Vétroz. Vétroz a rejeté l'initiative, tout comme son canton."
6032,12.6,12.6,87.4,"Bourg-Saint-Pierre (VS)","L'initiative pour la biodiversité est rejetée à Bourg-Saint-Pierre. Les électeurs de cette petite commune sont 83 à dire non et 12 à accepter le texte. Bourg-Saint-Pierre a rejeté l'initiative, tout comme son canton."
6033,15.9,15.9,84.1,"Liddes (VS)","Les habitants de Liddes rejettent l'initiative pour la biodiversité avec 84,1 pour cent de non. Liddes a rejeté l'initiative, tout comme son canton."
6034,16.8,16.8,83.2,"Orsières (VS)","C'est non à 83,2 pour cent à l'initiative pour la biodiversité à Orsières. Orsières a rejeté l'initiative, tout comme son canton."
6035,15.3,15.3,84.7,"Sembrancher (VS)","A Sembrancher, les habitants disent non à 84,7 pour cent à l'initiative pour la biodiversité. Sembrancher a rejeté l'initiative, tout comme son canton."
6037,23.5,23.5,76.5,"Val de Bagnes (VS)","L'initiative pour la biodiversité ne passe pas la rampe à Val de Bagnes avec 76,5 pour cent de non. Val de Bagnes a rejeté l'initiative, tout comme son canton."
6052,24.6,24.6,75.4,"Bellwald (VS)","L'initiative pour la biodiversité ne passe pas la rampe à Bellwald avec 75,4 pour cent de non. Bellwald a rejeté l'initiative, tout comme son canton."
6054,20,20,80,"Binn (VS)","L'initiative pour la biodiversité est rejetée à Binn. Les électeurs de cette petite commune sont 32 à dire non et 8 à accepter le texte. Binn a rejeté l'initiative, tout comme son canton."
6056,26.2,26.2,73.8,"Ernen (VS)","A Ernen, les habitants disent non à 73,8 pour cent à l'initiative pour la biodiversité. Ernen a rejeté l'initiative, tout comme son canton."
6057,21.1,21.1,78.9,"Fiesch (VS)","A Fiesch, les habitants disent non à 78,9 pour cent à l'initiative pour la biodiversité. Fiesch a rejeté l'initiative, tout comme son canton."
6058,14.9,14.9,85.1,"Fieschertal (VS)","L'initiative pour la biodiversité ne passe pas la rampe à Fieschertal avec 85,1 pour cent de non. Fieschertal a rejeté l'initiative, tout comme son canton."
6061,16.1,16.1,83.9,"Lax (VS)","Les habitants de Lax s'opposent à l'initiative pour la biodiversité avec 83,9 pour cent de non. Lax a rejeté l'initiative, tout comme son canton."
6076,14,14,86,"Obergoms (VS)","Les habitants d'Obergoms rejettent l'initiative pour la biodiversité avec 86 pour cent de non. Obergoms a rejeté l'initiative, tout comme son canton."
6077,17.7,17.7,82.3,"Goms (VS)","Les habitants de Goms s'opposent à l'initiative pour la biodiversité avec 82,3 pour cent de non. Goms a rejeté l'initiative, tout comme son canton."
6082,35.2,35.2,64.8,"Ayent (VS)","A Ayent, les habitants sont défavorables à l'initiative pour la biodiversité avec 64,8 pour cent des voix. Ayent a rejeté l'initiative, tout comme son canton."
6083,16,16,84,"Evolène (VS)","L'initiative pour la biodiversité échoue à Evolène avec 84 pour cent des suffrages. Evolène a rejeté l'initiative, tout comme son canton."
6084,18.1,18.1,81.9,"Hérémence (VS)","Les habitants de Hérémence s'opposent à l'initiative pour la biodiversité avec 81,9 pour cent de non. Hérémence a rejeté l'initiative, tout comme son canton."
