"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_de","Text_de"
2008,12.7,12.7,87.3,"Châtillon FR","NA NA"
2011,39,39,61,"Cugy FR","NA NA"
2016,92.1,92.1,7.9,"Fétigny FR","NA NA"
2022,12.1,12.1,87.9,"Gletterens FR","NA NA"
2025,43,43,57,"Lully FR","NA NA"
2027,66.5,66.5,33.5,"Ménières FR","NA NA"
2029,36.8,36.8,63.2,"Montagny FR","NA NA"
2035,86.2,86.2,13.8,"Nuvilly FR","NA NA"
2038,63.4,63.4,36.6,"Prévondavaux FR","NA NA"
2041,74.1,74.1,25.9,"Saint-Aubin FR","NA NA"
2043,46.4,46.4,53.6,"Sévaz FR","NA NA"
2044,17.5,17.5,82.5,"Surpierre FR","NA NA"
2045,61.9,61.9,38.1,"Vallon FR","NA NA"
2050,43.3,43.3,56.7,"Les Montets FR","NA NA"
2051,59.5,59.5,40.5,"Delley-Portalban FR","NA NA"
2053,90.1,90.1,9.9,"Belmont-Broye FR","NA NA"
2054,54.4,54.4,45.6,"Estavayer FR","NA NA"
2055,31.2,31.2,68.8,"Cheyres-Châbles FR","NA NA"
2061,34.7,34.7,65.3,"Auboranges FR","NA NA"
2063,0.1,0.1,99.9,"Billens-Hennens FR","NA NA"
2066,61.1,61.1,38.9,"Chapelle (Glâne) FR","NA NA"
2067,72,72,28,"Le Châtelard FR","NA NA"
2068,32.4,32.4,67.6,"Châtonnaye FR","NA NA"
2072,33.2,33.2,66.8,"Ecublens FR","NA NA"
2079,19.8,19.8,80.2,"Grangettes FR","NA NA"
2086,9.6,9.6,90.4,"Massonnens FR","NA NA"
2087,44.9,44.9,55.1,"Mézières FR","NA NA"
2089,64,64,36,"Montet (Glâne) FR","NA NA"
2096,12.8,12.8,87.2,"Romont FR","NA NA"
2097,71,71,29,"Rue FR","NA NA"
2099,91.1,91.1,8.9,"Siviriez FR","NA NA"
2102,75.8,75.8,24.2,"Ursy FR","NA NA"
2113,55.7,55.7,44.3,"Vuisternens-devant-Romont FR","NA NA"
2114,15,15,85,"Villorsonnens FR","NA NA"
2115,29.4,29.4,70.6,"Torny FR","NA NA"
2117,24.4,24.4,75.6,"Villaz FR","NA NA"
2121,74.3,74.3,25.7,"Haut-Intyamon FR","NA NA"
2122,40.2,40.2,59.8,"Pont-en-Ogoz FR","NA NA"
2123,71.5,71.5,28.5,"Botterens FR","NA NA"
2124,39.9,39.9,60.1,"Broc FR","NA NA"
2125,40.3,40.3,59.7,"Bulle FR","NA NA"
2128,81.5,81.5,18.5,"Châtel-sur-Montsalvens FR","NA NA"
2129,24.4,24.4,75.6,"Corbières FR","NA NA"
2130,50.6,50.6,49.4,"Crésuz FR","NA NA"
2131,35.3,35.3,64.7,"Echarlens FR","NA NA"
2134,58.4,58.4,41.6,"Grandvillard FR","NA NA"
2135,13.4,13.4,86.6,"Greyerz FR","NA NA"
2137,2.9,2.9,97.1,"Hauteville FR","NA NA"
2138,11.7,11.7,88.3,"Jaun FR","NA NA"
2140,47.3,47.3,52.7,"Marsens FR","NA NA"
2143,76.7,76.7,23.3,"Morlon FR","NA NA"
2145,24.5,24.5,75.5,"Le Pâquier FR","NA NA"
2147,99.8,99.8,0.2,"Pont-la-Ville FR","NA NA"
2148,44.6,44.6,55.4,"Riaz FR","NA NA"
2149,93.6,93.6,6.4,"La Roche FR","NA NA"
2152,21.5,21.5,78.5,"Sâles FR","NA NA"
2153,49,49,51,"Sorens FR","NA NA"
2155,31.7,31.7,68.3,"Vaulruz FR","NA NA"
2160,93.7,93.7,6.3,"Vuadens FR","NA NA"
2162,22.7,22.7,77.3,"Bas-Intyamon FR","NA NA"
2163,71.5,71.5,28.5,"Val-de-Charmey FR","NA NA"
2173,80.1,80.1,19.9,"Autigny FR","NA NA"
2174,80.4,80.4,19.6,"Avry FR","NA NA"
2175,56.8,56.8,43.2,"Belfaux FR","NA NA"
2177,53.9,53.9,46.1,"Chénens FR","NA NA"
2183,89.3,89.3,10.7,"Corminboeuf FR","NA NA"
2186,30.6,30.6,69.4,"Cottens FR","NA NA"
2194,75.4,75.4,24.6,"Ferpicloz FR","NA NA"
2196,51.7,51.7,48.3,"Freiburg FR","NA NA"
2197,5.8,5.8,94.2,"Givisiez FR","NA NA"
2198,62.7,62.7,37.3,"Granges-Paccot FR","NA NA"
2200,42.7,42.7,57.3,"Grolley FR","NA NA"
2206,67.3,67.3,32.7,"Marly FR","NA NA"
2208,39.5,39.5,60.5,"Matran FR","NA NA"
2211,0.4,0.4,99.6,"Neyruz FR","NA NA"
2216,0.1,0.1,99.9,"Pierrafortscha FR","NA NA"
2217,53.7,53.7,46.3,"Ponthaux FR","NA NA"
2220,57.7,57.7,42.3,"Le Mouret FR","NA NA"
2226,33.6,33.6,66.4,"Treyvaux FR","NA NA"
2228,32,32,68,"Villars-sur-Glâne FR","NA NA"
2230,40.8,40.8,59.2,"Villarsel-sur-Marly FR","NA NA"
2233,3.1,3.1,96.9,"Hauterive FR","NA NA"
2234,63.3,63.3,36.7,"La Brillaz FR","NA NA"
2235,53.2,53.2,46.8,"La Sonnaz FR","NA NA"
2236,71.2,71.2,28.8,"Gibloux FR","NA NA"
2237,70.4,70.4,29.6,"Prez FR","NA NA"
2238,58.2,58.2,41.8,"Bois-d'Amont FR","NA NA"
2250,82.3,82.3,17.7,"Gurwolf FR","NA NA"
2254,57.3,57.3,42.7,"Courtepin FR","NA NA"
2257,65.1,65.1,34.9,"Cressier FR","NA NA"
2258,63.1,63.1,36.9,"Fräschels FR","NA NA"
2261,45.2,45.2,54.8,"Greng FR","NA NA"
2262,50.4,50.4,49.6,"Gurmels FR","NA NA"
2265,51.6,51.6,48.4,"Kerzers FR","NA NA"
2266,65.2,65.2,34.8,"Kleinbösingen FR","NA NA"
2271,42.7,42.7,57.3,"Merlach FR","NA NA"
2272,50.4,50.4,49.6,"Misery-Courtion FR","NA NA"
2274,69.3,69.3,30.7,"Muntelier FR","NA NA"
2275,53.1,53.1,46.9,"Murten FR","NA NA"
