"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_it","Text_it"
3506,28.3,28.3,71.7,"Vaz/Obervaz GR","Gli elettori di Vaz/Obervaz si sono mostrati scettici nei confronti dell'iniziativa per un freno ai costi del Centro, che è stata respinta con il 71,7 per cento di voti contrari. Vaz/Obervaz ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
3513,28.5,28.5,71.5,"Lantsch/Lenz GR","Nel comune di Lantsch/Lenz, i cittadini hanno respinto l'iniziativa per un freno ai costi del Centro con il 71,5 per cento di voti contrari. Lantsch/Lenz ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
3514,57.8,57.8,42.2,"Schmitten GR","L'iniziativa per un freno ai costi del Centro ha passato la prova delle urne a Schmitten GR, dove ha raccolto 37 voti favorevoli e 27 voti contrari. Il maggior numero di ""sì"" nel canton Grigioni è stato ottenuto a Schmitten GR."
3542,39.6,39.6,60.4,"Albula/Alvra GR","Il 60,4 per cento degli elettori di Albula/Alvra ha respinto l'iniziativa per un freno ai costi del Centro. Albula/Alvra ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
3543,35.8,35.8,64.2,"Surses GR","Nel comune di Surses, i cittadini hanno respinto l'iniziativa per un freno ai costi del Centro con il 64,2 per cento di voti contrari. Surses ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
3544,31.8,31.8,68.2,"Bergün Filisur GR","Nel comune di Bergün Filisur, i cittadini hanno respinto l'iniziativa per un freno ai costi del Centro con il 68,2 per cento di voti contrari. Bergün Filisur ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
3551,46.2,46.2,53.8,"Brusio GR","Il 53,8 per cento degli elettori di Brusio ha respinto l'iniziativa per un freno ai costi del Centro. Brusio ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
3561,39.9,39.9,60.1,"Poschiavo GR","Gli abitanti di Poschiavo hanno respinto l'iniziativa per un freno ai costi del Centro con il 60,1 per cento di ""no"". Poschiavo ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
3572,30,30,70,"Falera GR","Gli abitanti di Falera hanno respinto l'iniziativa per un freno ai costi del Centro con il 70 per cento di ""no"". Falera ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
3575,26.7,26.7,73.3,"Laax GR","I cittadini di Laax hanno respinto l'iniziativa per un freno ai costi del Centro con il 73,3 per cento di voti contrari. Laax ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
3581,35.3,35.3,64.7,"Sagogn GR","Nel comune di Sagogn, i cittadini hanno respinto l'iniziativa per un freno ai costi del Centro con il 64,7 per cento di voti contrari. Sagogn ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
3582,24,24,76,"Schluein GR","A Schluein gli abitanti si sono opposti all'iniziativa per un freno ai costi del Centro con il 76 per cento di voti a sfavore. Schluein ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
3603,33.3,33.3,66.7,"Vals GR","Nel comune di Vals, i cittadini hanno respinto l'iniziativa per un freno ai costi del Centro con il 66,7 per cento di voti contrari. Vals ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
3618,34.4,34.4,65.6,"Lumnezia GR","Il 65,6 per cento degli elettori di Lumnezia ha respinto l'iniziativa per un freno ai costi del Centro. Lumnezia ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
3619,32.3,32.3,67.7,"Ilanz/Glion GR","I cittadini di Ilanz/Glion hanno respinto l'iniziativa per un freno ai costi del Centro con il 67,7 per cento di voti contrari. Ilanz/Glion ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
3633,33,33,67,"Fürstenau GR","Gli abitanti di Fürstenau hanno respinto l'iniziativa per un freno ai costi del Centro con il 67 per cento di ""no"". Fürstenau ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
3637,35.9,35.9,64.1,"Rothenbrunnen GR","L'iniziativa per un freno ai costi del Centro non ha passato la prova delle urne a Rothenbrunnen, dove è stata respinta con 50 voti contro i 28 a favore. Rothenbrunnen ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
3638,29,29,71,"Scharans GR","L'iniziativa per un freno ai costi del Centro è stata respinta a Scharans, dove ha riscosso il 71 per cento di ""no"". Scharans ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
3640,31.1,31.1,68.9,"Sils im Domleschg GR","I cittadini di Sils im Domleschg hanno respinto l'iniziativa per un freno ai costi del Centro con il 68,9 per cento di voti contrari. Sils im Domleschg ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
3661,35.4,35.4,64.6,"Cazis GR","Il 64,6 per cento degli elettori di Cazis ha respinto l'iniziativa per un freno ai costi del Centro. Cazis ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
3662,40.5,40.5,59.5,"Flerden GR","L'iniziativa per un freno ai costi del Centro è stata respinta dagli elettori di Flerden, dove i ""no"" sono stati 50 e i voti favorevoli 34. Flerden ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
3663,31.3,31.3,68.7,"Masein GR","A Masein gli abitanti si sono opposti all'iniziativa per un freno ai costi del Centro con il 68,7 per cento di voti a sfavore. Masein ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
