"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_fr","Text_fr"
2008,24.6,24.6,75.4,"Châtillon (FR)","La réforme de la LPP n'a pas trouvé grâce aux yeux des citoyens de Châtillon (FR). Ils ont refusé le texte à 75,4 pour cent. Le rejet de la loi est toutefois moins fort que celui de la précédente réforme en 2010. Les habitants de Châtillon (FR) avaient alors dit non à 78,3 pour cent à une adaptation du taux de conversion."
2011,50,0,0,"Cugy (FR)","Les résultats ne sont pas encore connus dans cette commune."
2016,18.4,18.4,81.6,"Fétigny (FR)","C'est non à la réforme de la LPP à Fétigny. Les habitants ont refusé le texte à 81,6 pour cent. Le rejet de la loi est toutefois moins fort que celui de la précédente réforme en 2010. Les habitants de Fétigny avaient alors dit non à 88,2 pour cent à une adaptation du taux de conversion."
2022,50,0,0,"Gletterens (FR)","Les résultats ne sont pas encore connus dans cette commune."
2025,50,0,0,"Lully (FR)","Les résultats ne sont pas encore connus dans cette commune."
2027,27.5,27.5,72.5,"Ménières (FR)","C'est non à la réforme de la LPP à Ménières. Les habitants ont refusé le texte à 72,5 pour cent. Le rejet de la loi est toutefois moins fort que celui de la précédente réforme en 2010. Les habitants de Ménières avaient alors dit non à 77,3 pour cent à une adaptation du taux de conversion."
2029,50,0,0,"Montagny (FR)","Les résultats ne sont pas encore connus dans cette commune."
2035,22.4,22.4,77.6,"Nuvilly (FR)","La réforme de la LPP est refusée à 77,6 pour cent à Nuvilly. Le rejet de la loi est toutefois moins fort que celui de la précédente réforme en 2010. Les habitants de Nuvilly avaient alors dit non à 83,8 pour cent à une adaptation du taux de conversion."
2038,50,0,0,"Prévondavaux (FR)","Les résultats ne sont pas encore connus dans cette commune."
2041,24.9,24.9,75.1,"Saint-Aubin (FR)","Les habitants de Saint-Aubin (FR) s'opposent à la réforme de la LPP par 75,1 pour cent des voix. Le rejet de la loi est toutefois moins fort que celui de la précédente réforme en 2010. Les habitants de Saint-Aubin (FR) avaient alors dit non à 78 pour cent à une adaptation du taux de conversion."
2043,16.8,16.8,83.2,"Sévaz (FR)","La réforme de la LPP n'a pas trouvé grâce aux yeux des citoyens de Sévaz. Ils ont refusé le texte à 83,2 pour cent. Le refus de la réforme de la LPP est plus fort que celui de la précédente réforme en 2010. La proportion de ""non"" à Sévaz à une adaptation du taux de conversion était alors de 74,7 pour cent."
