"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_it","Text_it"
2008,78.2,78.2,21.8,"Châtillon FR",
2011,83,83,17,"Cugy FR",
2016,78.6,78.6,21.4,"Fétigny FR","un cautionnement de 105 millions des investissements 2024-2026 de l'hôpital cantonal et un prêt de 70 millions pour une étude en vue de la construction d’un nouvel hôpital principal"
2022,81.2,81.2,18.8,"Gletterens FR","un cautionnement de 105 millions des investissements 2024-2026 de l'hôpital cantonal et un prêt de 70 millions pour une étude en vue de la construction d’un nouvel hôpital principal"
2025,81.5,81.5,18.5,"Lully FR",
2027,81,81,19,"Ménières FR","un cautionnement de 105 millions des investissements 2024-2026 de l'hôpital cantonal et un prêt de 70 millions pour une étude en vue de la construction d’un nouvel hôpital principal"
2029,80.7,80.7,19.3,"Montagny FR",
2035,80.4,80.4,19.6,"Nuvilly FR",
2038,87.5,87.5,12.5,"Prévondavaux FR",
2041,81.6,81.6,18.4,"Saint-Aubin FR",
2043,82.6,82.6,17.4,"Sévaz FR",
2044,78.4,78.4,21.6,"Surpierre FR","un cautionnement de 105 millions des investissements 2024-2026 de l'hôpital cantonal et un prêt de 70 millions pour une étude en vue de la construction d’un nouvel hôpital principal"
2045,77.5,77.5,22.5,"Vallon FR",
2050,80.1,80.1,19.9,"Les Montets FR","un cautionnement de 105 millions des investissements 2024-2026 de l'hôpital cantonal et un prêt de 70 millions pour une étude en vue de la construction d’un nouvel hôpital principal"
2051,81.7,81.7,18.3,"Delley-Portalban FR","un cautionnement de 105 millions des investissements 2024-2026 de l'hôpital cantonal et un prêt de 70 millions pour une étude en vue de la construction d’un nouvel hôpital principal"
2053,81.1,81.1,18.9,"Belmont-Broye FR",
2054,82.3,82.3,17.7,"Estavayer FR",
2055,83.6,83.6,16.4,"Cheyres-Châbles FR","un cautionnement de 105 millions des investissements 2024-2026 de l'hôpital cantonal et un prêt de 70 millions pour une étude en vue de la construction d’un nouvel hôpital principal"
2061,69.9,69.9,30.1,"Auboranges FR",
2063,81.9,81.9,18.1,"Billens-Hennens FR",
2066,79.4,79.4,20.6,"Chapelle (Glâne) FR",
2067,70.1,70.1,29.9,"Le Châtelard FR",
2068,85,85,15,"Châtonnaye FR","un cautionnement de 105 millions des investissements 2024-2026 de l'hôpital cantonal et un prêt de 70 millions pour une étude en vue de la construction d’un nouvel hôpital principal"
2072,76.7,76.7,23.3,"Ecublens FR",
2079,84.1,84.1,15.9,"Grangettes FR",
2086,75,75,25,"Massonnens FR",
2087,73.5,73.5,26.5,"Mézières FR","un cautionnement de 105 millions des investissements 2024-2026 de l'hôpital cantonal et un prêt de 70 millions pour une étude en vue de la construction d’un nouvel hôpital principal"
2089,76.3,76.3,23.7,"Montet (Glâne) FR","un cautionnement de 105 millions des investissements 2024-2026 de l'hôpital cantonal et un prêt de 70 millions pour une étude en vue de la construction d’un nouvel hôpital principal"
2096,78.9,78.9,21.1,"Romont FR","un cautionnement de 105 millions des investissements 2024-2026 de l'hôpital cantonal et un prêt de 70 millions pour une étude en vue de la construction d’un nouvel hôpital principal"
2097,83.4,83.4,16.6,"Rue FR",
2099,74.2,74.2,25.8,"Siviriez FR",
2102,80,80,20,"Ursy FR",
2113,74.7,74.7,25.3,"Vuisternens-devant-Romont FR",
2114,75.1,75.1,24.9,"Villorsonnens FR",
2115,77.2,77.2,22.8,"Torny FR",
2117,80,80,20,"Villaz FR",
2121,78.5,78.5,21.5,"Haut-Intyamon FR",
2122,81.6,81.6,18.4,"Pont-en-Ogoz FR",
2123,75.1,75.1,24.9,"Botterens FR",
2124,83,83,17,"Broc FR",
2125,82,82,18,"Bulle FR",
2128,78.6,78.6,21.4,"Châtel-sur-Montsalvens FR","un cautionnement de 105 millions des investissements 2024-2026 de l'hôpital cantonal et un prêt de 70 millions pour une étude en vue de la construction d’un nouvel hôpital principal"
2129,78.1,78.1,21.9,"Corbières FR",
2130,73.2,73.2,26.8,"Crésuz FR",
2131,81.5,81.5,18.5,"Echarlens FR","un cautionnement de 105 millions des investissements 2024-2026 de l'hôpital cantonal et un prêt de 70 millions pour une étude en vue de la construction d’un nouvel hôpital principal"
2134,76.6,76.6,23.4,"Grandvillard FR",
2135,81.7,81.7,18.3,"Greyerz FR","un cautionnement de 105 millions des investissements 2024-2026 de l'hôpital cantonal et un prêt de 70 millions pour une étude en vue de la construction d’un nouvel hôpital principal"
2137,79,79,21,"Hauteville FR",
2138,75.9,75.9,24.1,"Jaun FR","un cautionnement de 105 millions des investissements 2024-2026 de l'hôpital cantonal et un prêt de 70 millions pour une étude en vue de la construction d’un nouvel hôpital principal"
2140,78,78,22,"Marsens FR",
2143,81.5,81.5,18.5,"Morlon FR",
2145,78.1,78.1,21.9,"Le Pâquier FR",
2147,73.8,73.8,26.2,"Pont-la-Ville FR",
2148,76.8,76.8,23.2,"Riaz FR",
2149,74.1,74.1,25.9,"La Roche FR","un cautionnement de 105 millions des investissements 2024-2026 de l'hôpital cantonal et un prêt de 70 millions pour une étude en vue de la construction d’un nouvel hôpital principal"
2152,74.4,74.4,25.6,"Sâles FR","un cautionnement de 105 millions des investissements 2024-2026 de l'hôpital cantonal et un prêt de 70 millions pour une étude en vue de la construction d’un nouvel hôpital principal"
2153,74,74,26,"Sorens FR",
2155,82,82,18,"Vaulruz FR",
2160,78.9,78.9,21.1,"Vuadens FR","un cautionnement de 105 millions des investissements 2024-2026 de l'hôpital cantonal et un prêt de 70 millions pour une étude en vue de la construction d’un nouvel hôpital principal"
