"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_fr","Text_fr"
2008,72,72,28,"Châtillon (FR)","Les citoyens de Châtillon (FR) disent oui à 72 à un contre-projet qui veut garantir l'équité entre régions concernant les interventions ambulancières ainsi la prise en charge par le canton des coûts de l'amélioration de la chaîne de secours pour les urgences vitales. Ils refusent par contre l'initiative qui demande le rétablissement des urgences hospitalières à Riaz et à Tavel, en Singine (non à 66,9 pour cent)."
2011,68,68,32,"Cugy (FR)","Les citoyens de Cugy (FR) acceptent avec 68 pour cent de oui un contre-projet qui prévoit de garantir l'équité entre régions concernant les interventions ambulancières ainsi que la prise en charge par le canton des coûts de l'amélioration de la chaîne de secours pour les urgences vitales.Ils s'opposent par contre à l'initiative qui demande le rétablissement des urgences hospitalières à Riaz et Tavel (non à 66,4 pour cent)."
2016,67,67,33,"Fétigny (FR)","C'est oui à 67 pour cent  à Fétigny à un contre-projet qui veut garantir l'équité entre régions concernant les interventions ambulancières ainsi que les coûts de l'amélioration de la chaîne de secours pour les urgences vitales.C'est non par contre à 60,9 pour cent à une initiative qui demande le rétablissement des urgences hospitalières à Riaz et Tavel."
2022,62,62,38,"Gletterens (FR)","C'est oui à 62 pour cent  à Gletterens à un contre-projet qui veut garantir l'équité entre régions concernant les interventions ambulancières ainsi que les coûts de l'amélioration de la chaîne de secours pour les urgences vitales.C'est non par contre à 58 pour cent à une initiative qui demande le rétablissement des urgences hospitalières à Riaz et Tavel."
2025,68,68,32,"Lully (FR)","Les citoyens de Lully (FR) acceptent avec 68 pour cent de oui un contre-projet qui prévoit de garantir l'équité entre régions concernant les interventions ambulancières ainsi que la prise en charge par le canton des coûts de l'amélioration de la chaîne de secours pour les urgences vitales.Ils s'opposent par contre à l'initiative qui demande le rétablissement des urgences hospitalières à Riaz et Tavel (non à 60,6 pour cent)."
2027,65.8,65.8,34.2,"Ménières (FR)","C'est oui à 65,8 pour cent  à Ménières à un contre-projet qui veut garantir l'équité entre régions concernant les interventions ambulancières ainsi que les coûts de l'amélioration de la chaîne de secours pour les urgences vitales.C'est non par contre à 61,9 pour cent à une initiative qui demande le rétablissement des urgences hospitalières à Riaz et Tavel."
2029,65.8,65.8,34.2,"Montagny (FR)","Les citoyens de Montagny (FR) acceptent avec 65,8 pour cent de oui un contre-projet qui prévoit de garantir l'équité entre régions concernant les interventions ambulancières ainsi que la prise en charge par le canton des coûts de l'amélioration de la chaîne de secours pour les urgences vitales.Ils s'opposent par contre à l'initiative qui demande le rétablissement des urgences hospitalières à Riaz et Tavel (non à 62,8 pour cent)."
2035,77.9,77.9,22.1,"Nuvilly (FR)","Les citoyens de Nuvilly acceptent avec 77,9 pour cent de oui un contre-projet qui prévoit de garantir l'équité entre régions concernant les interventions ambulancières ainsi que la prise en charge par le canton des coûts de l'amélioration de la chaîne de secours pour les urgences vitales.Ils s'opposent par contre à l'initiative qui demande le rétablissement des urgences hospitalières à Riaz et Tavel (non à 59,6 pour cent)."
2038,57.1,57.1,42.9,"Prévondavaux (FR)","Les citoyens de Prévondavaux acceptent l'initiative qui demande le rétablissement des urgences dans les hôpitaux en Gruyère et en Singine. Ils sont 68 pour cent à accepter ce texte. Les ayants droit de Prévondavaux ont également dit oui au contre-projet. Ils approuvent avec  57,1 pour cent de oui la prise en charge par le canton de mesures visant à garantir l’équité entre régions concernant les interventions ambulancières ainsi que des coûts pour améliorer la chaîne des secours pour les urgences vitales. Les électeurs donnent cependant leur préférence à l'initiative, avec 52,4 pour cent de oui."
2041,75,75,25,"Saint-Aubin (FR)","Les citoyens de Saint-Aubin (FR) disent oui à 75 à un contre-projet qui veut garantir l'équité entre régions concernant les interventions ambulancières ainsi la prise en charge par le canton des coûts de l'amélioration de la chaîne de secours pour les urgences vitales. Ils refusent par contre l'initiative qui demande le rétablissement des urgences hospitalières à Riaz et à Tavel, en Singine (non à 66,7 pour cent)."
2043,67,67,33,"Sévaz (FR)","Les citoyens de Sévaz disent oui à 67 à un contre-projet qui veut garantir l'équité entre régions concernant les interventions ambulancières ainsi la prise en charge par le canton des coûts de l'amélioration de la chaîne de secours pour les urgences vitales. Ils refusent par contre l'initiative qui demande le rétablissement des urgences hospitalières à Riaz et à Tavel, en Singine (non à 65,6 pour cent)."
2044,54.3,54.3,45.7,"Surpierre (FR)","C'est oui à 54,3 pour cent  à Surpierre à un contre-projet qui veut garantir l'équité entre régions concernant les interventions ambulancières ainsi que les coûts de l'amélioration de la chaîne de secours pour les urgences vitales.C'est non par contre à 51,1 pour cent à une initiative qui demande le rétablissement des urgences hospitalières à Riaz et Tavel."
2045,65.9,65.9,34.1,"Vallon (FR)","Les citoyens de Vallon disent oui à 65,9 à un contre-projet qui veut garantir l'équité entre régions concernant les interventions ambulancières ainsi la prise en charge par le canton des coûts de l'amélioration de la chaîne de secours pour les urgences vitales. Ils refusent par contre l'initiative qui demande le rétablissement des urgences hospitalières à Riaz et à Tavel, en Singine (non à 59,1 pour cent)."
2050,65.4,65.4,34.6,"Les Montets (FR)","C'est oui à 65,4 pour cent  aux Montets à un contre-projet qui veut garantir l'équité entre régions concernant les interventions ambulancières ainsi que les coûts de l'amélioration de la chaîne de secours pour les urgences vitales.C'est non par contre à 54,7 pour cent à une initiative qui demande le rétablissement des urgences hospitalières à Riaz et Tavel."
2051,66.9,66.9,33.1,"Delley-Portalban (FR)","C'est oui à 66,9 pour cent  à Delley-Portalban à un contre-projet qui veut garantir l'équité entre régions concernant les interventions ambulancières ainsi que les coûts de l'amélioration de la chaîne de secours pour les urgences vitales.C'est non par contre à 64,8 pour cent à une initiative qui demande le rétablissement des urgences hospitalières à Riaz et Tavel."
2053,65.4,65.4,34.6,"Belmont-Broye (FR)","Les citoyens de Belmont-Broye acceptent avec 65,4 pour cent de oui un contre-projet qui prévoit de garantir l'équité entre régions concernant les interventions ambulancières ainsi que la prise en charge par le canton des coûts de l'amélioration de la chaîne de secours pour les urgences vitales.Ils s'opposent par contre à l'initiative qui demande le rétablissement des urgences hospitalières à Riaz et Tavel (non à 66,5 pour cent)."
