"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_it","Text_it"
6601,79.1,79.1,20.9,"Aire-la-Ville GE",
6602,82.1,82.1,17.9,"Anières GE",
6603,81.7,81.7,18.3,"Avully GE",
6604,83.9,83.9,16.1,"Avusy GE",
6605,84.2,84.2,15.8,"Bardonnex GE",
6606,82.2,82.2,17.8,"Bellevue GE",
6607,85.8,85.8,14.2,"Bernex GE",
6608,87,87,13,"Carouge GE",
6609,83,83,17,"Cartigny GE",
6610,83.1,83.1,16.9,"Céligny GE",
6611,75.6,75.6,24.4,"Chancy GE",
6612,84.1,84.1,15.9,"Chêne-Bougeries GE",
6613,86.3,86.3,13.7,"Chêne-Bourg GE",
6614,83.4,83.4,16.6,"Choulex GE",
6615,81.5,81.5,18.5,"Collex-Bossy GE",
6616,81,81,19,"Collonge-Bellerive GE",
6617,83.1,83.1,16.9,"Cologny GE",
6618,86.3,86.3,13.7,"Confignon GE",
6619,81.9,81.9,18.1,"Corsier GE",
6620,80.4,80.4,19.6,"Dardagny GE",
6621,85.2,85.2,14.8,"Ginevra GE",
6622,82,82,18,"Genthod GE",
6623,83.6,83.6,16.4,"Le Grand-Saconnex GE",
6624,89.8,89.8,10.2,"Gy GE",
6625,82.4,82.4,17.6,"Hermance GE",
6626,79.2,79.2,20.8,"Jussy GE",
6627,87.5,87.5,12.5,"Laconnex GE",
6628,85,85,15,"Lancy GE",
6629,81.1,81.1,18.9,"Meinier GE",
6630,82.9,82.9,17.1,"Meyrin GE",
6631,83.8,83.8,16.2,"Onex GE",
6632,81.4,81.4,18.6,"Perly-Certoux GE",
6633,85.8,85.8,14.2,"Plan-les-Ouates GE",
6634,82,82,18,"Pregny-Chambésy GE",
6635,81.3,81.3,18.7,"Presinge GE",
6636,87.6,87.6,12.4,"Puplinge GE",
6637,82.3,82.3,17.7,"Russin GE",
6638,83.5,83.5,16.5,"Satigny GE",
6639,87.5,87.5,12.5,"Soral GE",
6640,84.4,84.4,15.6,"Thônex GE",
6641,86.7,86.7,13.3,"Troinex GE",
6642,80.2,80.2,19.8,"Vandoeuvres GE",
6643,84.1,84.1,15.9,"Vernier GE",
6644,84.8,84.8,15.2,"Versoix GE",
6645,86.1,86.1,13.9,"Veyrier GE",
