"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_it","Text_it"
5001,60.8,60.8,39.2,"Arbedo-Castione TI","Gli elettori di Arbedo-Castione si sono mostrati favorevoli all'iniziativa per premi meno onerosi del PS, che ha ricevuto il 60,8 per cento di ""sì"". Arbedo-Castione ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
5002,59.7,59.7,40.3,"Bellinzona TI","L'iniziativa per premi meno onerosi del PS è stata accolta a Bellinzona, dove ha riscosso il 59,7 per cento di voti a favore. Bellinzona ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
5003,57.9,57.9,42.1,"Cadenazzo TI","Nel comune di Cadenazzo, i cittadini hanno accolto l'iniziativa per premi meno onerosi del PS con il 57,9 per cento di voti favorevoli. Cadenazzo ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
5009,51,51,49,"Isone TI","Gli abitanti di Isone hanno accolto l'iniziativa per premi meno onerosi del PS con il 51 per cento di ""sì"". Isone ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
5010,28.2,28.2,71.8,"Lumino TI","I cittadini di Lumino hanno respinto l'iniziativa per premi meno onerosi del PS con il 71,8 per cento di voti contrari. Il maggior numero di ""no"" nel canton Ticino è stato ottenuto a Lumino."
5017,65.8,65.8,34.2,"Sant'Antonino TI","I cittadini di Sant'Antonino hanno accolto l'iniziativa per premi meno onerosi del PS con il 65,8 per cento di voti a favore. Sant'Antonino ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
5048,56,56,44,"Acquarossa TI","Gli elettori di Acquarossa si sono mostrati favorevoli all'iniziativa per premi meno onerosi del PS, che ha ricevuto il 56 per cento di ""sì"". Acquarossa ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
5049,58.7,58.7,41.3,"Blenio TI","Gli elettori di Blenio si sono mostrati favorevoli all'iniziativa per premi meno onerosi del PS, che ha ricevuto il 58,7 per cento di ""sì"". Blenio ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
5050,55.6,55.6,44.4,"Serravalle TI","I cittadini di Serravalle hanno accolto l'iniziativa per premi meno onerosi del PS con il 55,6 per cento di voti a favore. Serravalle ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
5061,40.6,40.6,59.4,"Airolo TI","Nel comune di Airolo, i cittadini hanno respinto l'iniziativa per premi meno onerosi del PS con il 59,4 per cento di voti contrari. Airolo ha respinto l'iniziativa, contrariamente a quanto registrato a livello cantonale."
5063,40.9,40.9,59.1,"Bedretto TI","L'iniziativa per premi meno onerosi del PS è stata respinta dagli elettori di Bedretto, dove i ""no"" sono stati 39 e i voti favorevoli 27. Bedretto ha respinto l'iniziativa, contrariamente a quanto registrato a livello cantonale."
5064,59.3,59.3,40.7,"Bodio TI","Nel comune di Bodio, i cittadini hanno accolto l'iniziativa per premi meno onerosi del PS con il 59,3 per cento di voti favorevoli. Bodio ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
5071,53.7,53.7,46.3,"Dalpe TI","I cittadini di Dalpe hanno accolto l'iniziativa per premi meno onerosi del PS con il 53,7 per cento di voti a favore. Dalpe ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
5072,59.7,59.7,40.3,"Faido TI","I cittadini di Faido hanno accolto l'iniziativa per premi meno onerosi del PS con il 59,7 per cento di voti a favore. Faido ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
5073,55,55,45,"Giornico TI","L'iniziativa per premi meno onerosi del PS è stata accolta a Giornico, dove ha riscosso il 55 per cento di voti a favore. Giornico ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
5076,57.9,57.9,42.1,"Personico TI","Il 57,9 per cento degli elettori di Personico ha accolto l'iniziativa per premi meno onerosi del PS. Personico ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
5077,61.6,61.6,38.4,"Pollegio TI","A Pollegio gli abitanti hanno accolto l'iniziativa per premi meno onerosi del PS con il 61,6 per cento di ""sì"". Pollegio ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
5078,60.8,60.8,39.2,"Prato (Leventina) TI","Nel comune di Prato (Leventina), i cittadini hanno accolto l'iniziativa per premi meno onerosi del PS con il 60,8 per cento di voti favorevoli. Prato (Leventina) ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
5079,50.1,50.1,49.9,"Quinto TI","Il 50,1 per cento degli elettori di Quinto ha accolto l'iniziativa per premi meno onerosi del PS. Quinto ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
5091,52.3,52.3,47.7,"Ascona TI","L'iniziativa per premi meno onerosi del PS è stata accolta a Ascona, dove ha riscosso il 52,3 per cento di voti a favore. Ascona ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
5096,61.2,61.2,38.8,"Brione sopra Minusio TI","Gli abitanti di Brione sopra Minusio hanno accolto l'iniziativa per premi meno onerosi del PS con il 61,2 per cento di ""sì"". Brione sopra Minusio ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
5097,58.1,58.1,41.9,"Brissago TI","Gli elettori di Brissago si sono mostrati favorevoli all'iniziativa per premi meno onerosi del PS, che ha ricevuto il 58,1 per cento di ""sì"". Brissago ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
5108,51.1,51.1,48.9,"Gordola TI","I cittadini di Gordola hanno accolto l'iniziativa per premi meno onerosi del PS con il 51,1 per cento di voti a favore. Gordola ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
5112,54.7,54.7,45.3,"Lavertezzo TI","Gli abitanti di Lavertezzo hanno accolto l'iniziativa per premi meno onerosi del PS con il 54,7 per cento di ""sì"". Lavertezzo ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
5113,63.4,63.4,36.6,"Locarno TI","Gli abitanti di Locarno hanno accolto l'iniziativa per premi meno onerosi del PS con il 63,4 per cento di ""sì"". Locarno ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
5115,57.4,57.4,42.6,"Losone TI","Nel comune di Losone, i cittadini hanno accolto l'iniziativa per premi meno onerosi del PS con il 57,4 per cento di voti favorevoli. Losone ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
5117,67.4,67.4,32.6,"Mergoscia TI","L'iniziativa per premi meno onerosi del PS ha passato la prova delle urne a Mergoscia, dove ha raccolto 60 voti favorevoli e 29 voti contrari. Mergoscia ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
5118,56.8,56.8,43.2,"Minusio TI","L'iniziativa per premi meno onerosi del PS è stata accolta a Minusio, dove ha riscosso il 56,8 per cento di voti a favore. Minusio ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
5120,52,52,48,"Muralto TI","A Muralto gli abitanti hanno accolto l'iniziativa per premi meno onerosi del PS con il 52 per cento di ""sì"". Muralto ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
5121,50,50,50,"Orselina TI","A Orselina è stato raggiunto un risultato di parità. L'iniziativa per premi meno onerosi del PS ha ricevuto 153 voti a favore e altrettanti contrari."
