"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_it","Text_it"
3506,26.1,26.1,73.9,"Vaz/Obervaz (GR)","Gli elettori di Vaz/Obervaz si sono mostrati scettici nei confronti dell'iniziativa biodiversità, che è stata respinta con il 73,9 per cento di voti contrari. Vaz/Obervaz ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
3513,26.5,26.5,73.5,"Lantsch/Lenz (GR)","Nel comune di Lantsch/Lenz, i cittadini hanno respinto l'iniziativa biodiversità con il 73,5 per cento di voti contrari. Lantsch/Lenz ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
3514,31,31,69,"Schmitten (GR)","L'iniziativa biodiversità non ha passato la prova delle urne a Schmitten GR, dove è stata respinta con 40 voti contro i 18 a favore. Schmitten GR ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
3542,24.5,24.5,75.5,"Albula/Alvra (GR)","Il 75,5 per cento degli elettori di Albula/Alvra ha respinto l'iniziativa biodiversità. Albula/Alvra ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
3543,21.7,21.7,78.3,"Surses (GR)","Nel comune di Surses, i cittadini hanno respinto l'iniziativa biodiversità con il 78,3 per cento di voti contrari. Surses ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
3544,37.3,37.3,62.7,"Bergün Filisur (GR)","Nel comune di Bergün Filisur, i cittadini hanno respinto l'iniziativa biodiversità con il 62,7 per cento di voti contrari. Bergün Filisur ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
3551,17.8,17.8,82.2,"Brusio (GR)","Il 82,2 per cento degli elettori di Brusio ha respinto l'iniziativa biodiversità. Brusio ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
3561,21,21,79,"Poschiavo (GR)","Gli abitanti di Poschiavo hanno respinto l'iniziativa biodiversità con il 79 per cento di ""no"". Poschiavo ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
3572,23.7,23.7,76.3,"Falera (GR)","Gli abitanti di Falera hanno respinto l'iniziativa biodiversità con il 76,3 per cento di ""no"". Falera ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
3575,26.4,26.4,73.6,"Laax (GR)","I cittadini di Laax hanno respinto l'iniziativa biodiversità con il 73,6 per cento di voti contrari. Laax ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
3581,40.9,40.9,59.1,"Sagogn (GR)","Nel comune di Sagogn, i cittadini hanno respinto l'iniziativa biodiversità con il 59,1 per cento di voti contrari. Sagogn ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
3582,22.8,22.8,77.2,"Schluein (GR)","A Schluein gli abitanti si sono opposti all'iniziativa biodiversità con il 77,2 per cento di voti a sfavore. Schluein ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
3603,17.4,17.4,82.6,"Vals (GR)","Nel comune di Vals, i cittadini hanno respinto l'iniziativa biodiversità con il 82,6 per cento di voti contrari. Vals ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
3618,21.4,21.4,78.6,"Lumnezia (GR)","Il 78,6 per cento degli elettori di Lumnezia ha respinto l'iniziativa biodiversità. Lumnezia ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
3619,30.6,30.6,69.4,"Ilanz/Glion (GR)","I cittadini di Ilanz/Glion hanno respinto l'iniziativa biodiversità con il 69,4 per cento di voti contrari. Ilanz/Glion ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
3633,24,24,76,"Fürstenau (GR)","Gli abitanti di Fürstenau hanno respinto l'iniziativa biodiversità con il 76 per cento di ""no"". Fürstenau ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
3637,28.1,28.1,71.9,"Rothenbrunnen (GR)","L'iniziativa biodiversità non ha passato la prova delle urne a Rothenbrunnen, dove è stata respinta con 64 voti contro i 25 a favore. Rothenbrunnen ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
3638,37.8,37.8,62.2,"Scharans (GR)","L'iniziativa biodiversità è stata respinta a Scharans, dove ha riscosso il 62,2 per cento di ""no"". Scharans ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
3640,23.3,23.3,76.7,"Sils im Domleschg (GR)","I cittadini di Sils im Domleschg hanno respinto l'iniziativa biodiversità con il 76,7 per cento di voti contrari. Sils im Domleschg ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
