"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_it","Text_it"
1001,94.8,94.8,5.2,"Doppleschwand (LU)","NA NA"
1002,58.3,58.3,41.7,"Entlebuch (LU)","NA NA"
1004,78.5,78.5,21.5,"Flühli (LU)","NA NA"
1005,48.5,48.5,51.5,"Hasle (LU)","NA NA"
1007,52.6,52.6,47.4,"Romoos (LU)","NA NA"
1008,97.8,97.8,2.2,"Schüpfheim (LU)","NA NA"
1009,24.4,24.4,75.6,"Werthenstein (LU)","NA NA"
1010,48.5,48.5,51.5,"Escholzmatt-Marbach (LU)","NA NA"
1021,52,52,48,"Aesch (LU)","NA NA"
1023,60.2,60.2,39.8,"Ballwil (LU)","NA NA"
1024,54.2,54.2,45.8,"Emmen (LU)","NA NA"
1025,40.1,40.1,59.9,"Ermensee (LU)","NA NA"
1026,24.2,24.2,75.8,"Eschenbach (LU)","NA NA"
1030,97.9,97.9,2.1,"Hitzkirch (LU)","NA NA"
1031,29.4,29.4,70.6,"Hochdorf (LU)","NA NA"
1032,86.4,86.4,13.6,"Hohenrain (LU)","NA NA"
1033,35.1,35.1,64.9,"Inwil (LU)","NA NA"
1037,50.9,50.9,49.1,"Rain (LU)","NA NA"
1039,50.5,50.5,49.5,"Römerswil (LU)","NA NA"
1040,47.2,47.2,52.8,"Rothenburg (LU)","NA NA"
1041,18.2,18.2,81.8,"Schongau (LU)","NA NA"
1051,2.9,2.9,97.1,"Adligenswil (LU)","NA NA"
1052,26.7,26.7,73.3,"Buchrain (LU)","NA NA"
1053,71.4,71.4,28.6,"Dierikon (LU)","NA NA"
1054,4,4,96,"Ebikon (LU)","NA NA"
1055,63.3,63.3,36.7,"Gisikon (LU)","NA NA"
1056,35.5,35.5,64.5,"Greppen (LU)","NA NA"
1057,39.3,39.3,60.7,"Honau (LU)","NA NA"
1058,97.7,97.7,2.3,"Horw (LU)","NA NA"
1059,59,59,41,"Kriens (LU)","NA NA"
1061,48.8,48.8,51.2,"Lucerna (LU)","NA NA"
1062,47.3,47.3,52.7,"Malters (LU)","NA NA"
1063,99.1,99.1,0.9,"Meggen (LU)","NA NA"
1064,66.4,66.4,33.6,"Meierskappel (LU)","NA NA"
1065,26.3,26.3,73.7,"Root (LU)","NA NA"
1066,41,41,59,"Schwarzenberg (LU)","NA NA"
1067,74.3,74.3,25.7,"Udligenswil (LU)","NA NA"
1068,36.7,36.7,63.3,"Vitznau (LU)","NA NA"
1069,63.5,63.5,36.5,"Weggis (LU)","NA NA"
1081,1,1,99,"Beromünster (LU)","NA NA"
1082,68,68,32,"Büron (LU)","NA NA"
1083,38.8,38.8,61.2,"Buttisholz (LU)","NA NA"
1084,94.9,94.9,5.1,"Eich (LU)","NA NA"
1085,73,73,27,"Geuensee (LU)","NA NA"
1086,41.7,41.7,58.3,"Grosswangen (LU)","NA NA"
1088,62.3,62.3,37.7,"Hildisrieden (LU)","NA NA"
1089,22.1,22.1,77.9,"Knutwil (LU)","NA NA"
1091,78.3,78.3,21.7,"Mauensee (LU)","NA NA"
1093,35.8,35.8,64.2,"Neuenkirch (LU)","NA NA"
1094,36.9,36.9,63.1,"Nottwil (LU)","NA NA"
1095,6.7,6.7,93.3,"Oberkirch (LU)","NA NA"
1097,49.3,49.3,50.7,"Rickenbach (LU)","NA NA"
1098,30.6,30.6,69.4,"Ruswil (LU)","NA NA"
1099,22,22,78,"Schenkon (LU)","NA NA"
1100,43.9,43.9,56.1,"Schlierbach (LU)","NA NA"
1102,21.5,21.5,78.5,"Sempach (LU)","NA NA"
1103,89.8,89.8,10.2,"Sursee (LU)","NA NA"
1104,39.3,39.3,60.7,"Triengen (LU)","NA NA"
1107,60.8,60.8,39.2,"Wolhusen (LU)","NA NA"
1121,39.3,39.3,60.7,"Alberswil (LU)","NA NA"
1122,44.2,44.2,55.8,"Altbüron (LU)","NA NA"
1123,97,97,3,"Altishofen (LU)","NA NA"
1125,29.7,29.7,70.3,"Dagmersellen (LU)","NA NA"
1127,52.2,52.2,47.8,"Egolzwil (LU)","NA NA"
1128,32,32,68,"Ettiswil (LU)","NA NA"
1129,17.2,17.2,82.8,"Fischbach (LU)","NA NA"
1131,53,53,47,"Grossdietwil (LU)","NA NA"
1132,82.5,82.5,17.5,"Hergiswil bei Willisau (LU)","NA NA"
1135,24.1,24.1,75.9,"Luthern (LU)","NA NA"
1136,37.4,37.4,62.6,"Menznau (LU)","NA NA"
1137,54.6,54.6,45.4,"Nebikon (LU)","NA NA"
1139,43.6,43.6,56.4,"Pfaffnau (LU)","NA NA"
1140,20.4,20.4,79.6,"Reiden (LU)","NA NA"
1142,69.3,69.3,30.7,"Roggliswil (LU)","NA NA"
1143,47.8,47.8,52.2,"Schötz (LU)","NA NA"
1145,88.2,88.2,11.8,"Ufhusen (LU)","NA NA"
1146,37.1,37.1,62.9,"Wauwil (LU)","NA NA"
1147,83.1,83.1,16.9,"Wikon (LU)","NA NA"
1150,60,60,40,"Zell (LU) (LU)","NA NA"
1151,39.4,39.4,60.6,"Willisau (LU)","NA NA"
